job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB08674,QA Engineer,DataBridge Analytics,"Bangalore, India","We are looking for a QA Engineer to join our team. The candidate should have experience with Selenium, Jira, Git, Java, API Testing and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,10-14 LPA,Contract
JOB04794,Cloud Engineer,NextGen Systems,"Mumbai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Azure, Python, Linux and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,,6-10 LPA,Full-time
JOB08696,Data Analyst,NexaWorks,Remote,"We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Power BI, Statistics, SQL, Tableau and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,5-10 LPA,Full-time
JOB00170,Data Scientist,CloudSphere,"Chennai, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, SQL, Python, AWS, Machine Learning and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,3-7 LPA,Full-time
JOB04575,Business Analyst,Apex Solutions,"Hyderabad, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, SQL, Tableau, Communication and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,6-9 LPA,Full-time
JOB09497,Data Scientist,FinEdge Technologies,"Hyderabad, India","We are looking for a Data Scientist to join our team. The candidate should have experience with Pandas, Machine Learning, SQL and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,4-7 LPA,Full-time
JOB00533,Machine Learning Engineer,Apex Solutions,"Gurgaon, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with AWS, PyTorch, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,9-12 LPA,Contract
JOB08292,Data Analyst,CloudSphere,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Python, Tableau, Statistics and Excel. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,12-15 LPA,Full-time
JOB00719,Frontend Developer,CloudSphere,"Pune, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with CSS, JavaScript, TypeScript, HTML and React. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,11-13 LPA,Contract
JOB08655,Software Engineer,CodeCraft India,"Chennai, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Python, Git, REST API and Java. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,10-14 LPA,Full-time
JOB05808,Software Engineer,CloudSphere,"Noida, India","We are looking for a Software Engineer to join our team. The candidate should have experience with SQL, Java, REST API, C++ and Python. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,,6-10 LPA,Contract
JOB03470,Data Analyst,NexaWorks,"Delhi, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Pandas, Excel, Power BI, SQL and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech,9-12 LPA,Contract
JOB09838,Backend Developer,Quantix Technologies,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, Node.js, PostgreSQL and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,4-9 LPA,Full-time
JOB00484,Data Scientist,TechNova Solutions,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Pandas, Scikit-learn, Machine Learning, Python and AWS. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.E.,12-14 LPA,Full-time
JOB08087,Business Analyst,Quantix Technologies,Remote,"We are looking for a Business Analyst to join our team. The candidate should have experience with SQL, Excel, Business Analysis, Tableau and Power BI. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,B.Tech,6-9 LPA,Internship
JOB08684,Data Scientist,FinEdge Technologies,Remote,"We are looking for a Data Scientist to join our team. The candidate should have experience with NumPy, Pandas, AWS, Python and Machine Learning. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,6-11 LPA,Full-time
JOB02040,Software Engineer,DataBridge Analytics,"Noida, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Python, SQL, C++ and Docker. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,10-14 LPA,Full-time
